Ring of the Valiant,Legendary
Ring of Three Wishes,Legendary
Ring of Tongues,Very Rare
Ring of Truth,Uncommon
Ring of Warmth,Uncommon
Ring of Water Walking,Uncommon
Ring of X-ray Vision,Rare
Robe of Eyes,Rare
Robe of Holding,Rare
Robe of Protection,Rare
Robe of Scintillating Colors,Very Rare
Robe of Stars,Very Rare
Robe of Stone,Rare
Robe of the Archmagi,Legendary
Robe of the Desert,Uncommon
Robe of Useful Items,Uncommon
Robe of Vanishing,Very Rare
Rocksplitter,Legendary
Rod of Absorption,Very Rare
Rod of Alertness,Very Rare
Rod of Beguiling,Very Rare
Rod of Building,Legendary
Rod of Health,Very Rare
Rod of Justice,Very Rare
Rod of Lordly Might,Legendary
Rod of Resurrection,Legendary
Rod of Rulership,Rare
Rod of Security,Very Rare
Rod of Terror,Legendary
Rod of the Elementals,Very Rare
Rod of the General,Legendary
Rod of the Pact Keeper +1,Uncommon
Rod of the Pact Keeper +2,Rare
Rod of the Pact Keeper +3,Very Rare
Rod of Weaponry,Legendary
Rope of Climbing,Uncommon
Rope of Entanglement,Rare
Rudder of Guidance,Rare
Rudder of Propulsion,Very Rare
Rust Dust,Uncommon
Sacred Bundle,Legendary
Saddle of Flying,Uncommon
Saddle of Taming,Uncommon
Saddle of the Cavalier,Uncommon
Saddle of the Spirit Horse,Rare
Scabbard of Holding,Uncommon
Scabbard of Poison,Very Rare
Scarab of Protection,Legendary
Scarf of the Dry Steppes,Very Rare
Scepter of Defense,Rare
Scepter of Truth,Rare
Scimitar of Speed,Very Rare
Scroll Case of Holding,Very Rare
Scroll of Communication,Uncommon
Scroll of Creation,Very Rare
Scroll of Curses,Very Rare
Scroll of Equipment,Rare
Scroll of Erasing,Common
Scroll of Illumination,Uncommon
Scroll of Mapping,Uncommon
Scroll of Protection,Rare
Scroll of Return,Rare
Scroll of Shelter,Very Rare
Scroll of Suggestion,Very Rare
Seal of Deception,Uncommon
Seed of Growth,Uncommon
Sending Stones,Uncommon
Sentinel Shield,Uncommon
Shadowsword,Legendary
Shield of Absorption,Uncommon
Shield of Missile Attraction,Rare
Shield of Reflection,Rare
Shield of the Medusae,Rare
Shield +1,Uncommon
Shield +2,Rare
Shield +3,Very Rare
Shimmering Sash,Rare
Ship-in-a-Bottle,Very Rare
Shovel of Animation,Rare
Shovel of Digging,Common
Sickle of the Harvest,Very Rare
Signaling Arrow,Common
Silver Chalice,Very Rare
Silver Whistle,Legendary
Skeletal Potion,Rare
Skull Mask,Very Rare
Slingstone of Pulverizing,Rare
Slippers of Kicking,Very Rare
Slippers of Spider Climbing,Uncommon
Soap of Washing,Common
Sovereign Glue,Legendary
Spear of Accuracy (Type I),Rare
Spear of Accuracy (Type II),Very Rare
Spear of Paralysis,Legendary
Spectral Sword,Rare
Spell Scroll of Delay 1st Level,Common
Spell Scroll of Delay 2nd Level,Uncommon
Spell Scroll of Delay 3rd Level,Uncommon
Spell Scroll of Delay 4th Level,Rare
Spell Scroll of Delay 5th Level,Rare
Spell Scroll of Delay 6th Level,Very Rare
Spell Scroll of Delay 7th Level,Very Rare
Spell Scroll of Delay 8th Level,Very Rare
Spell Scroll of Delay 9th Level,Legendary
Spell Scroll of Delay Cantrip,Common
Spell Scroll 1st Level,Common
Spell Scroll 2nd Level,Uncommon
Spell Scroll 3rd Level,Uncommon
Spell Scroll 4th Level,Rare
Spell Scroll 5th Level,Rare
Spell Scroll 6th Level,Very Rare
Spell Scroll 7th Level,Very Rare
Spell Scroll 8th Level,Very Rare
Spell Scroll 9th Level,Legendary
Spell Scroll Cantrip,Common
Spellblade,Uncommon
Spellguard Shield,Very Rare
Sphere of Annihilation,Legendary
Spider Fang,Very Rare
Spider Harness,Uncommon
Spirit Oil,Uncommon
Spirit Skull,Very Rare
Spoon of Medicine,Uncommon
Staff of Charming,Rare
Staff of Devotion,Legendary
Staff of Dispelling,Rare
Staff of Fire,Very Rare
Staff of Frost,Very Rare
Staff of Healing,Rare
Staff of Power,Very Rare
Staff of Skulls,Legendary
Staff of Spell Focusing,Very Rare
Staff of Striking,Very Rare
Staff of Stunning,Legendary
Staff of Swarming Insects,Rare
Staff of the Adder,Uncommon
Staff of the Magi,Legendary
Staff of the Ninja,Very Rare
Staff of the Python,Uncommon
Staff of the White Well,Legendary
Staff of the Woodlands,Rare
Staff of Thunder and Lightning,Very Rare
Staff of Withering,Rare
Staff-Mace,Very Rare
Stair of Ascending and Descending,Very Rare
Sticky Shield,Rare
Stirge's Bite,Very Rare
Stone Horse,Very Rare
Stone of Controlling Earth Elementals,Rare
Stone of Good Luck,Uncommon
Stone of Warmth,Uncommon
Storm Hammer,Legendary
Storm Star,Legendary
String of Warding (Type I),Uncommon
String of Warding (Type II),Rare
Sun Blade,Rare
Sweet Water,Very Rare
Sword of Answering,Legendary
Sword of Assassination,Rare
Sword of Blackflame,Legendary
Sword of Cleaving,Legendary
Sword of Insanity,Very Rare
Sword of Intercession,Legendary
Sword of Life Stealing,Rare
Sword of Night,Very Rare
Sword of Sharpness,Very Rare
Sword of Vengeance,Uncommon
Sword of Wounding,Rare
Table of Plenty (Type I),Rare
Table of Plenty (Type II),Legendary
Tablecloth of Feasting,Very Rare
Talisman of Memorization,Rare
Talisman of Pure Good,Legendary
Talisman of the Beast,Legendary
Talisman of the Cockatrice,Very Rare
Talisman of the Sphere,Legendary
Talisman of Tongues,Legendary
Talisman of Ultimate Evil,Legendary
Talking Skull,Uncommon
Tent of Luxury,Legendary
Tentacle Rod,Rare
Thieves' Tools of Stealth,Rare
Thorn of Sleep,Legendary
Thought Bottle,Legendary
Throwing Star of Returning,Uncommon
Thunderbolt,Very Rare
Token Sword,Uncommon
Tome of Clear Thought,Very Rare
Tome of Leadership and Influence,Very Rare
Tome of the Stilled Tongue,Legendary
Tome of Understanding,Very Rare
Torch of Continual Flame,Common
Tribal Lance,Rare
Trident of Fish Command,Uncommon
Troll's Bane,Rare
Undeadbane,Very Rare
Universal Solvent,Legendary
Unseen Ship Crew,Legendary
Vampiric Sword,Very Rare
Vest of Missile Protection,Rare
Vestment of Power (Greater Vestment),Legendary
Vestment of Power (Lesser Vestment),Rare
Vicious Weapon,Rare
Vorpal Sword,Legendary
Wand of Animation,Rare
Wand of Binding,Rare
Wand of Corridors,Very Rare
Wand of Enemy Detection,Rare
Wand of Eyes,Rare
Wand of Fear,Rare
Wand of Fireballs,Rare
Wand of Frost,Very Rare
Wand of Illumination,Uncommon
Wand of Lightning Bolts,Rare
Wand of Magic Detection,Uncommon
Wand of Magic Missiles,Uncommon
Wand of Paralysis,Rare
Wand of Polymorph,Very Rare
Wand of Secrets,Uncommon
Wand of Storms,Very Rare
Wand of the Armory,Very Rare
Wand of the War Mage +1,Uncommon
Wand of the War Mage +2,Rare
Wand of the War Mage +3,Very Rare
Wand of Web,Uncommon
Wand of Wonder,Rare
Wand of Wonder (Variant),Rare
War Shirt,Rare
Wardstone,Uncommon
Warstar of the Manticore,Legendary
Wax of Careful Hearing,Rare
Weapon of Warning,Uncommon
Weapon +1,Uncommon
Weapon +2,Rare
Weapon +3,Very Rare
Well of Dreams,Legendary
Well of Many Worlds,Legendary
Wheel of Floating,Uncommon
Whip of Frost Fire and Fear,Very Rare
Wind Fan,Uncommon
Window of Spying,Very Rare
Winged Boots,Uncommon
Winged Mask,Rare
Wings of Flying,Rare
Wolfspaw,Uncommon
Wooden Arrow,Legendary
Wyrmhelm,Very Rare
Zagyg's Spell Component Pouch,Legendary
Zombie Blood Potion,Rare
